index,label
1143,22
1144,6
1145,3
1146,17
1147,14
1148,6
1149,5
1150,20
1151,20
1152,24
1153,7
1154,23
1155,21
1156,23
1157,3
1158,21
1159,12
1160,20
1161,20
1162,14
1163,1
1164,8
1165,23
1166,7
1167,16
1168,13
1169,23
1170,13
1171,22
1172,21
1173,24
1174,18
1175,0
1176,17
1177,23
1178,21
1179,15
1180,6
1181,21
1182,4
1183,4
1184,17
1185,4
1186,0
1187,14
1188,15
1189,4
1190,18
1191,20
1192,6
1193,12
1194,10
1195,23
1196,11
1197,8
1198,21
1199,4
1200,17
1201,24
1202,2
1203,8
1204,3
1205,17
1206,1
1207,12
1208,24
1209,16
1210,23
1211,2
1212,15
1213,0
1214,21
1215,12
1216,19
1217,17
1218,20
1219,1
1220,8
1221,19
1222,1
1223,19
1224,21
1225,7
1226,5
1227,16
1228,6
1229,13
1230,8
1231,15
1232,7
1233,18
1234,17
1235,7
1236,3
1237,13
1238,11
1239,6
1240,17
1241,11
1242,10
1243,3
1244,4
1245,24
1246,20
1247,1
1248,18
1249,23
1250,18
1251,3
1252,13
1253,24
1254,24
1255,10
1256,10
1257,13
1258,11
1259,16
1260,0
1261,12
1262,22
1263,18
1264,17
1265,10
1266,18
1267,11
1268,2
1269,20
1270,3
1271,2
1272,10
1273,20
1274,22
1275,13
1276,4
1277,8
1278,5
1279,7
1280,13
1281,17
1282,23
1283,13
1284,17
1285,15
1286,14
1287,21
1288,19
1289,1
1290,20
1291,22
1292,11
1293,8
1294,21
1295,16
1296,22
1297,3
1298,23
1299,14
1300,1
1301,13
1302,7
1303,16
1304,21
1305,13
1306,13
1307,16
1308,16
1309,24
1310,20
1311,11
1312,0
1313,8
1314,18
1315,0
1316,5
1317,22
1318,2
1319,16
1320,18
1321,14
1322,20
1323,17
1324,17
1325,0
1326,11
1327,19
1328,16
1329,2
1330,24
1331,5
1332,19
1333,15
1334,8
1335,14
1336,11
1337,1
1338,2
1339,13
1340,10
1341,21
1342,13
1343,18
1344,13
1345,24
1346,4
1347,7
1348,20
1349,3
1350,4
1351,19
1352,4
1353,15
1354,14
1355,22
1356,3
1357,1
1358,22
1359,19
1360,3
1361,11
1362,12
1363,3
1364,5
1365,5
1366,22
1367,13
1368,17
1369,14
1370,16
1371,8
1372,16
1373,23
1374,8
1375,23
1376,22
1377,20
1378,7
1379,22
1380,4
1381,13
1382,19
1383,10
1384,2
1385,14
1386,2
1387,3
1388,16
1389,7
1390,16
1391,4
1392,6
1393,14
1394,15
1395,19
1396,8
1397,24
1398,2
1399,13
1400,16
1401,21
1402,22
1403,5
1404,7
1405,14
1406,11
1407,13
1408,0
1409,2
1410,6
1411,6
1412,6
1413,21
1414,23
1415,15
1416,22
1417,11
1418,18
1419,13
1420,22
1421,14
1422,2
1423,22
1424,0
1425,20
1426,24
1427,2
1428,14
1429,22
1430,3
1431,13
1432,6
1433,8
1434,22
1435,23
1436,8
1437,24
1438,21
1439,2
1440,13
1441,14
1442,10
1443,22
1444,4
1445,22
1446,22
1447,20
1448,13
1449,17
1450,7
1451,16
1452,3
1453,6
1454,0
1455,18
1456,22
1457,3
1458,18
1459,2
1460,4
1461,18
1462,19
1463,0
1464,4
1465,0
1466,5
1467,20
1468,4
1469,6
1470,10
1471,8
1472,16
1473,18
1474,6
1475,18
1476,16
1477,13
1478,19
1479,1
1480,18
1481,21
1482,12
1483,15
1484,22
1485,15
1486,10
1487,21
1488,3
1489,16
1490,2
1491,11
1492,12
1493,14
1494,23
1495,1
1496,6
1497,1
1498,11
1499,24
1500,14
1501,18
1502,20
1503,12
1504,18
1505,17
1506,6
1507,14
1508,13
1509,0
1510,14
1511,21
1512,14
1513,3
1514,6
1515,20
1516,24
1517,1
1518,19
1519,7
1520,3
1521,23
1522,20
1523,3
1524,11
1525,23
1526,22
1527,19
1528,11
1529,0
1530,2
1531,20
1532,12
1533,6
1534,11
1535,21
1536,5
1537,5
1538,5
1539,22
1540,7
1541,16
1542,21
1543,4
1544,2
1545,24
1546,18
1547,3
1548,12
1549,20
1550,11
1551,8
1552,24
1553,12
1554,15
1555,14
1556,17
1557,22
1558,8
1559,11
1560,1
1561,13
1562,22
1563,21
1564,23
1565,14
1566,22
1567,24
1568,5
1569,21
1570,15
1571,23
1572,1
1573,12
1574,2
1575,4
1576,5
1577,23
1578,16
1579,14
1580,6
1581,14
1582,1
1583,15
1584,24
1585,16
1586,16
1587,24
1588,7
1589,8
1590,21
1591,0
1592,6
1593,13
1594,18
1595,16
1596,20
1597,0
1598,10
1599,12
1600,22
1601,5
1602,16
1603,12
1604,16
1605,0
1606,5
1607,16
1608,13
1609,6
1610,20
1611,23
1612,2
1613,22
1614,18
1615,6
1616,17
1617,0
1618,24
1619,10
1620,10
1621,11
1622,17
1623,12
1624,22
1625,0
1626,24
1627,16
1628,14
1629,7
1630,13
1631,16
1632,19
1633,8
1634,5
1635,0
1636,14
1637,23
1638,4
1639,4
1640,21
1641,6
1642,6
1643,22
1644,13
1645,14
1646,2
1647,7
1648,5
1649,4
1650,11
1651,14
1652,7
1653,5
1654,15
1655,18
1656,17
1657,16
1658,0
1659,1
1660,22
1661,16
1662,14
1663,23
1664,14
1665,13
1666,4
1667,18
1668,4
1669,21
1670,24
1671,22
1672,24
1673,18
1674,0
1675,3
1676,16
1677,18
1678,0
1679,10
1680,16
1681,16
1682,18
1683,17
1684,11
1685,15
1686,5
1687,11
1688,5
1689,15
1690,8
1691,19
1692,4
1693,23
1694,8
1695,1
1696,15
1697,1
1698,11
1699,17
1700,14
1701,5
1702,21
1703,18
1704,6
1705,21
1706,14
1707,11
1708,18
1709,20
1710,16
1711,17
1712,24
1713,1
1714,19
1715,5
1716,14
1717,21
1718,14
1719,1
1720,2
1721,21
1722,19
1723,2
1724,17
1725,16
1726,11
1727,11
1728,2
1729,8
1730,20
1731,18
1732,6
1733,23
1734,20
1735,4
1736,22
1737,15
1738,13
1739,0
1740,2
1741,8
1742,0
1743,0
1744,18
1745,7
1746,11
1747,24
1748,17
1749,10
1750,14
1751,24
1752,23
1753,1
1754,21
1755,14
1756,3
1757,14
1758,23
1759,0
1760,24
1761,7
1762,6
1763,17
1764,10
1765,20
1766,24
1767,7
1768,12
1769,3
1770,23
1771,5
1772,13
1773,20
1774,18
1775,17
1776,22
1777,16
1778,23
1779,17
1780,15
1781,20
1782,8
1783,22
1784,24
1785,10
1786,7
1787,15
1788,15
1789,2
1790,8
1791,2
1792,2
1793,19
1794,13
1795,1
1796,3
1797,5
1798,17
1799,4
1800,7
1801,12
1802,23
1803,18
1804,2
1805,4
1806,13
1807,22
1808,4
1809,1
1810,16
1811,24
1812,13
1813,22
1814,1
1815,6
1816,6
1817,14
1818,8
1819,0
1820,2
1821,5
1822,5
1823,2
1824,17
1825,8
1826,18
1827,19
1828,15
1829,2
1830,12
1831,0
1832,17
1833,23
1834,2
1835,5
1836,10
1837,11
1838,8
1839,15
1840,1
1841,8
1842,5
1843,12
1844,5
1845,10
1846,19
1847,21
1848,19
1849,24
1850,6
1851,23
1852,16
1853,10
1854,16
1855,14
1856,14
1857,16
1858,3
1859,15
1860,2
1861,6
1862,12
1863,18
1864,8
1865,14
1866,13
1867,11
1868,6
1869,19
1870,20
1871,16
1872,15
1873,8
1874,6
1875,16
1876,16
1877,18
1878,3
1879,3
1880,8
1881,15
1882,2
1883,11
1884,11
1885,18
1886,21
1887,8
1888,8
1889,12
1890,20
1891,7
1892,22
1893,5
1894,15
1895,22
1896,3
1897,6
1898,4
1899,23
1900,22
1901,14
1902,24
1903,6
1904,0
1905,7
1906,7
1907,5
1908,1
1909,10
1910,5
1911,1
1912,8
1913,19
1914,6
1915,20
1916,15
1917,24
1918,14
1919,5
1920,3
1921,8
1922,5
1923,10
1924,2
1925,22
1926,7
1927,10
1928,15
1929,12
1930,22
1931,15
1932,10
1933,12
1934,6
1935,20
1936,8
1937,11
1938,15
1939,16
1940,2
1941,16
1942,19
1943,13
1944,10
1945,13
1946,12
1947,24
1948,22
1949,3
1950,3
1951,22
1952,18
1953,12
1954,17
1955,5
1956,7
1957,3
1958,14
1959,0
1960,15
1961,23
1962,21
1963,4
1964,13
1965,2
1966,18
1967,19
1968,7
1969,15
1970,22
1971,23
1972,22
1973,23
1974,4
1975,3
1976,15
1977,19
1978,17
1979,20
1980,11
1981,5
1982,17
1983,17
1984,21
1985,15
1986,17
1987,20
1988,5
1989,19
1990,13
1991,18
1992,14
1993,6
1994,8
1995,22
1996,2
1997,17
1998,21
1999,0
2000,20
2001,19
2002,2
2003,12
2004,5
2005,13
2006,0
2007,15
2008,16
2009,17
2010,15
2011,1
2012,23
2013,6
2014,18
2015,24
2016,8
2017,11
2018,14
2019,20
2020,5
2021,14
2022,18
2023,7
2024,4
2025,15
2026,15
2027,12
2028,2
2029,20
2030,5
2031,3
2032,0
2033,18
2034,14
2035,18
2036,8
2037,2
2038,23
2039,18
2040,11
2041,19
2042,15
2043,16
2044,3
2045,21
2046,16
2047,13
2048,19
2049,15
2050,17
2051,14
2052,3
2053,8
2054,19
2055,5
2056,8
2057,13
2058,19
2059,11
2060,10
2061,10
2062,1
2063,19
2064,10
2065,5
2066,22
2067,8
2068,17
2069,7
2070,8
2071,5
2072,24
2073,8
2074,15
2075,23
2076,2
2077,19
2078,13
2079,13
2080,5
2081,21
2082,7
2083,11
2084,5
2085,23
2086,4
2087,16
2088,3
2089,18
2090,7
2091,21
2092,3
2093,8
2094,14
2095,0
2096,16
2097,10
2098,8
2099,2
2100,14
2101,21
2102,14
2103,19
2104,20
2105,23
2106,24
2107,19
2108,10
2109,24
2110,13
2111,0
2112,20
2113,11
2114,24
2115,14
2116,21
2117,23
2118,24
2119,21
2120,2
2121,18
2122,1
2123,19
2124,15
2125,11
2126,17
2127,15
2128,8
2129,17
2130,20
2131,19
2132,23
2133,18
2134,11
2135,20
2136,23
2137,6
2138,22
2139,18
2140,11
2141,15
2142,1
2143,15
2144,8
2145,17
2146,20
2147,24
2148,0
2149,11
2150,24
2151,12
2152,8
2153,4
2154,24
2155,3
2156,20
2157,3
2158,7
2159,11
2160,11
2161,21
2162,5
2163,3
2164,23
2165,2
2166,12
2167,22
2168,17
2169,2
2170,11
2171,6
2172,1
2173,16
2174,2
2175,16
2176,23
2177,15
2178,17
2179,24
2180,7
2181,13
2182,15
2183,15
2184,22
2185,3
2186,17
2187,17
2188,20
2189,5
2190,15
2191,14
2192,21
2193,20
2194,0
2195,14
2196,19
2197,5
2198,17
2199,17
2200,17
2201,24
2202,7
2203,14
2204,8
2205,22
2206,24
2207,17
2208,3
2209,22
2210,1
2211,14
2212,21
2213,20
2214,13
2215,2
2216,8
2217,18
2218,0
2219,14
2220,11
2221,4
2222,6
2223,21
2224,2
2225,16
2226,21
2227,5
2228,23
2229,23
2230,15
2231,7
2232,18
2233,6
2234,15
2235,19
2236,6
2237,5
2238,5
2239,13
2240,21
2241,8
2242,21
2243,18
2244,3
2245,7
2246,11
2247,16
2248,16
2249,16
2250,7
2251,11
2252,23
2253,17
2254,19
2255,14
2256,4
2257,12
2258,24
2259,7
2260,21
2261,4
2262,16
2263,21
2264,16
2265,5
2266,0
2267,18
2268,22
2269,20
2270,12
2271,4
2272,13
2273,1
2274,8
2275,23
2276,0
2277,18
2278,4
2279,8
2280,3
2281,4
2282,22
2283,22
2284,3
2285,21
2286,22
2287,17
2288,2
2289,12
2290,0
2291,2
2292,19
2293,8
2294,4
2295,1
2296,7
2297,21
2298,24
2299,0
2300,18
2301,24
2302,17
2303,18
2304,17
2305,22
2306,19
2307,19
2308,0
2309,11
2310,15
2311,3
2312,4
2313,21
2314,8
2315,2
2316,2
2317,4
2318,23
2319,12
2320,1
2321,20
2322,12
2323,0
2324,10
2325,8
2326,0
2327,20
2328,24
2329,0
2330,19
2331,3
2332,12
2333,14
2334,12
2335,22
2336,14
2337,22
2338,5
2339,0
2340,23
2341,23
2342,23
2343,14
2344,15
2345,0
2346,2
2347,15
2348,1
2349,18
2350,22
2351,24
2352,3
2353,18
2354,19
2355,3
2356,17
2357,17
2358,2
2359,0
2360,24
2361,8
2362,5
2363,21
2364,0
2365,11
2366,17
2367,14
2368,12
2369,0
2370,20
2371,8
2372,12
2373,0
2374,12
2375,8
2376,22
2377,16
2378,21
2379,1
2380,15
2381,12
2382,21
2383,18
2384,7
2385,10
2386,11
2387,1
2388,17
2389,4
2390,11
2391,1
2392,7
2393,17
2394,5
2395,5
2396,23
2397,23
2398,2
2399,21
2400,17
2401,22
2402,3
2403,6
2404,12
2405,14
2406,15
2407,11
2408,2
2409,24
2410,7
2411,8
2412,5
2413,19
2414,6
2415,15
2416,22
2417,12
2418,5
2419,4
2420,17
2421,10
2422,4
2423,13
2424,14
2425,18
2426,10
2427,15
2428,18
2429,14
2430,7
2431,1
2432,6
2433,21
2434,11
2435,23
2436,4
2437,16
2438,14
2439,19
2440,18
2441,24
2442,20
2443,23
2444,7
2445,3
2446,17
2447,20
2448,20
2449,20
2450,18
2451,11
2452,8
2453,18
2454,24
2455,5
2456,24
2457,12
2458,8
2459,6
2460,23
2461,4
2462,13
2463,4
2464,3
2465,22
2466,21
2467,8
2468,24
2469,3
2470,3
2471,24
2472,7
2473,5
2474,15
2475,5
2476,12
2477,23
2478,0
2479,5
2480,21
2481,12
2482,12
2483,6
2484,16
2485,21
2486,16
2487,5
2488,17
2489,17
2490,18
2491,12
2492,10
2493,18
2494,3
2495,12
2496,8
2497,16
2498,5
2499,6
2500,3
2501,1
2502,19
2503,1
2504,13
2505,18
2506,24
2507,10
2508,15
2509,11
2510,18
2511,6
2512,7
2513,13
2514,19
2515,22
2516,8
2517,1
2518,0
2519,8
2520,12
2521,16
2522,13
2523,10
2524,0
2525,23
2526,16
2527,17
2528,2
2529,21
2530,1
2531,22
2532,21
2533,10
2534,24
2535,17
2536,19
2537,13
2538,1
2539,7
2540,2
2541,24
2542,17
2543,7
2544,15
2545,16
2546,10
2547,14
2548,18
2549,1
2550,4
2551,17
2552,0
2553,17
2554,7
2555,2
2556,19
2557,13
2558,11
2559,3
2560,12
2561,4
2562,4
2563,8
2564,7
2565,5
2566,14
2567,0
2568,21
2569,21
2570,7
2571,19
2572,1
2573,2
2574,24
2575,20
2576,16
2577,17
2578,13
2579,1
2580,21
2581,16
2582,23
2583,5
2584,18
2585,12
2586,14
2587,14
2588,1
2589,20
2590,6
2591,10
2592,0
2593,19
2594,13
2595,1
2596,21
2597,2
2598,13
2599,19
2600,23
2601,10
2602,17
2603,6
2604,22
2605,8
2606,4
2607,10
2608,2
2609,24
2610,20
2611,16
2612,17
2613,15
2614,12
2615,21
2616,13
2617,2
2618,0
2619,11
2620,0
2621,10
2622,23
2623,15
2624,20
2625,18
2626,0
2627,6
2628,23
2629,3
2630,11
2631,18
2632,13
2633,12
2634,19
2635,16
2636,11
2637,11
2638,20
2639,19
2640,2
2641,4
2642,0
2643,20
2644,18
2645,15
2646,19
2647,11
2648,15
2649,10
2650,15
2651,5
2652,24
2653,3
2654,4
2655,21
2656,2
2657,2
2658,12
2659,2
2660,15
2661,18
2662,7
2663,4
2664,6
2665,15
2666,24
2667,12
2668,14
2669,11
2670,21
2671,1
2672,18
2673,0
2674,1
2675,2
2676,4
2677,18
2678,4
2679,19
2680,7
2681,17
2682,15
2683,11
2684,10
2685,1
2686,7
2687,7
2688,20
2689,8
2690,18
2691,2
2692,8
2693,6
2694,14
2695,5
2696,7
2697,4
2698,11
2699,23
2700,13
2701,12
2702,13
2703,18
2704,24
2705,5
2706,12
2707,22
2708,15
2709,22
2710,21
2711,21
2712,12
2713,18
2714,19
2715,17
2716,10
2717,4
2718,2
2719,17
2720,16
2721,3
2722,22
2723,7
2724,6
2725,8
2726,19
2727,24
2728,7
2729,11
2730,6
2731,3
2732,5
2733,5
2734,8
2735,24
2736,6
2737,10
2738,3
2739,1
2740,1
2741,11
2742,7
2743,18
2744,2
2745,6
2746,15
2747,3
2748,14
2749,13
2750,1
2751,5
2752,10
2753,11
2754,17
2755,20
2756,0
2757,12
2758,1
2759,13
2760,8
2761,19
2762,5
2763,11
2764,3
2765,18
2766,15
2767,17
2768,21
2769,2
2770,4
2771,6
2772,4
2773,23
2774,20
2775,13
2776,18
2777,13
2778,11
2779,5
2780,10
2781,19
2782,6
2783,21
2784,13
2785,5
2786,20
2787,3
2788,8
2789,1
2790,2
2791,1
2792,11
2793,0
2794,15
2795,7
2796,19
2797,11
2798,20
2799,13
2800,8
2801,24
2802,5
2803,12
2804,5
2805,18
2806,12
2807,0
2808,16
2809,19
2810,18
2811,24
2812,1
2813,6
2814,4
2815,16
2816,11
2817,13
2818,22
2819,4
2820,8
2821,0
2822,14
2823,8
2824,7
2825,20
2826,8
2827,15
2828,13
2829,10
2830,7
2831,13
2832,6
2833,6
2834,6
2835,16
2836,6
2837,16
2838,18
2839,15
2840,1
2841,18
2842,7
2843,23
2844,8
2845,4
2846,23
2847,16
2848,21
2849,22
2850,11
2851,21
2852,0
2853,13
2854,5
2855,23
2856,19
2857,3
2858,8
2859,12
2860,22
2861,7
2862,20
2863,22
2864,5
2865,2
2866,4
2867,4
2868,5
2869,18
2870,11
2871,19
2872,7
2873,6
2874,19
2875,2
2876,10
2877,20
2878,3
2879,4
2880,14
2881,8
2882,6
2883,6
2884,24
2885,6
2886,14
2887,12
2888,0
2889,19
2890,18
2891,14
2892,21
2893,20
2894,22
2895,14
2896,4
2897,17
2898,19
2899,24
2900,1
2901,20
2902,17
2903,11
2904,0
2905,17
2906,15
2907,0
2908,3
2909,22
2910,4
2911,14
2912,11
2913,24
2914,24
2915,15
2916,5
2917,8
2918,7
2919,3
2920,14
2921,6
2922,7
2923,24
2924,24
2925,23
2926,11
2927,22
2928,18
2929,0
2930,10
2931,21
2932,10
2933,0
2934,7
2935,2
2936,7
2937,20
2938,4
2939,6
2940,10
2941,17
2942,15
2943,14
2944,5
2945,2
2946,3
2947,2
2948,18
2949,5
2950,2
2951,10
2952,12
2953,4
2954,1
2955,23
2956,23
2957,0
2958,24
2959,23
2960,21
2961,2
2962,2
2963,8
2964,16
2965,17
2966,8
2967,10
2968,1
2969,3
2970,11
2971,17
2972,4
2973,2
2974,24
2975,17
2976,23
2977,17
2978,10
2979,13
2980,2
2981,24
2982,4
2983,8
2984,22
2985,22
2986,0
2987,11
2988,20
2989,24
2990,24
2991,17
2992,14
2993,19
2994,0
2995,17
2996,21
2997,15
