id,sat_path,map_path
29,data/SATELLITE/all_data_npy/sat/29.npy,data/SATELLITE/all_data_npy/map/29.npy
30,data/SATELLITE/all_data_npy/sat/30.npy,data/SATELLITE/all_data_npy/map/30.npy
31,data/SATELLITE/all_data_npy/sat/31.npy,data/SATELLITE/all_data_npy/map/31.npy
32,data/SATELLITE/all_data_npy/sat/32.npy,data/SATELLITE/all_data_npy/map/32.npy
33,data/SATELLITE/all_data_npy/sat/33.npy,data/SATELLITE/all_data_npy/map/33.npy
34,data/SATELLITE/all_data_npy/sat/34.npy,data/SATELLITE/all_data_npy/map/34.npy
35,data/SATELLITE/all_data_npy/sat/35.npy,data/SATELLITE/all_data_npy/map/35.npy
36,data/SATELLITE/all_data_npy/sat/36.npy,data/SATELLITE/all_data_npy/map/36.npy
37,data/SATELLITE/all_data_npy/sat/37.npy,data/SATELLITE/all_data_npy/map/37.npy
38,data/SATELLITE/all_data_npy/sat/38.npy,data/SATELLITE/all_data_npy/map/38.npy
39,data/SATELLITE/all_data_npy/sat/39.npy,data/SATELLITE/all_data_npy/map/39.npy
40,data/SATELLITE/all_data_npy/sat/40.npy,data/SATELLITE/all_data_npy/map/40.npy
41,data/SATELLITE/all_data_npy/sat/41.npy,data/SATELLITE/all_data_npy/map/41.npy
42,data/SATELLITE/all_data_npy/sat/42.npy,data/SATELLITE/all_data_npy/map/42.npy
43,data/SATELLITE/all_data_npy/sat/43.npy,data/SATELLITE/all_data_npy/map/43.npy
44,data/SATELLITE/all_data_npy/sat/44.npy,data/SATELLITE/all_data_npy/map/44.npy
45,data/SATELLITE/all_data_npy/sat/45.npy,data/SATELLITE/all_data_npy/map/45.npy
46,data/SATELLITE/all_data_npy/sat/46.npy,data/SATELLITE/all_data_npy/map/46.npy
47,data/SATELLITE/all_data_npy/sat/47.npy,data/SATELLITE/all_data_npy/map/47.npy
48,data/SATELLITE/all_data_npy/sat/48.npy,data/SATELLITE/all_data_npy/map/48.npy
49,data/SATELLITE/all_data_npy/sat/49.npy,data/SATELLITE/all_data_npy/map/49.npy
50,data/SATELLITE/all_data_npy/sat/50.npy,data/SATELLITE/all_data_npy/map/50.npy
51,data/SATELLITE/all_data_npy/sat/51.npy,data/SATELLITE/all_data_npy/map/51.npy
52,data/SATELLITE/all_data_npy/sat/52.npy,data/SATELLITE/all_data_npy/map/52.npy
53,data/SATELLITE/all_data_npy/sat/53.npy,data/SATELLITE/all_data_npy/map/53.npy
54,data/SATELLITE/all_data_npy/sat/54.npy,data/SATELLITE/all_data_npy/map/54.npy
55,data/SATELLITE/all_data_npy/sat/55.npy,data/SATELLITE/all_data_npy/map/55.npy
56,data/SATELLITE/all_data_npy/sat/56.npy,data/SATELLITE/all_data_npy/map/56.npy
57,data/SATELLITE/all_data_npy/sat/57.npy,data/SATELLITE/all_data_npy/map/57.npy
58,data/SATELLITE/all_data_npy/sat/58.npy,data/SATELLITE/all_data_npy/map/58.npy
59,data/SATELLITE/all_data_npy/sat/59.npy,data/SATELLITE/all_data_npy/map/59.npy
60,data/SATELLITE/all_data_npy/sat/60.npy,data/SATELLITE/all_data_npy/map/60.npy
61,data/SATELLITE/all_data_npy/sat/61.npy,data/SATELLITE/all_data_npy/map/61.npy
62,data/SATELLITE/all_data_npy/sat/62.npy,data/SATELLITE/all_data_npy/map/62.npy
63,data/SATELLITE/all_data_npy/sat/63.npy,data/SATELLITE/all_data_npy/map/63.npy
64,data/SATELLITE/all_data_npy/sat/64.npy,data/SATELLITE/all_data_npy/map/64.npy
65,data/SATELLITE/all_data_npy/sat/65.npy,data/SATELLITE/all_data_npy/map/65.npy
66,data/SATELLITE/all_data_npy/sat/66.npy,data/SATELLITE/all_data_npy/map/66.npy
67,data/SATELLITE/all_data_npy/sat/67.npy,data/SATELLITE/all_data_npy/map/67.npy
68,data/SATELLITE/all_data_npy/sat/68.npy,data/SATELLITE/all_data_npy/map/68.npy
69,data/SATELLITE/all_data_npy/sat/69.npy,data/SATELLITE/all_data_npy/map/69.npy
70,data/SATELLITE/all_data_npy/sat/70.npy,data/SATELLITE/all_data_npy/map/70.npy
71,data/SATELLITE/all_data_npy/sat/71.npy,data/SATELLITE/all_data_npy/map/71.npy
72,data/SATELLITE/all_data_npy/sat/72.npy,data/SATELLITE/all_data_npy/map/72.npy
73,data/SATELLITE/all_data_npy/sat/73.npy,data/SATELLITE/all_data_npy/map/73.npy
74,data/SATELLITE/all_data_npy/sat/74.npy,data/SATELLITE/all_data_npy/map/74.npy
75,data/SATELLITE/all_data_npy/sat/75.npy,data/SATELLITE/all_data_npy/map/75.npy
76,data/SATELLITE/all_data_npy/sat/76.npy,data/SATELLITE/all_data_npy/map/76.npy
77,data/SATELLITE/all_data_npy/sat/77.npy,data/SATELLITE/all_data_npy/map/77.npy
78,data/SATELLITE/all_data_npy/sat/78.npy,data/SATELLITE/all_data_npy/map/78.npy
79,data/SATELLITE/all_data_npy/sat/79.npy,data/SATELLITE/all_data_npy/map/79.npy
80,data/SATELLITE/all_data_npy/sat/80.npy,data/SATELLITE/all_data_npy/map/80.npy
81,data/SATELLITE/all_data_npy/sat/81.npy,data/SATELLITE/all_data_npy/map/81.npy
82,data/SATELLITE/all_data_npy/sat/82.npy,data/SATELLITE/all_data_npy/map/82.npy
83,data/SATELLITE/all_data_npy/sat/83.npy,data/SATELLITE/all_data_npy/map/83.npy
84,data/SATELLITE/all_data_npy/sat/84.npy,data/SATELLITE/all_data_npy/map/84.npy
85,data/SATELLITE/all_data_npy/sat/85.npy,data/SATELLITE/all_data_npy/map/85.npy
86,data/SATELLITE/all_data_npy/sat/86.npy,data/SATELLITE/all_data_npy/map/86.npy
87,data/SATELLITE/all_data_npy/sat/87.npy,data/SATELLITE/all_data_npy/map/87.npy
88,data/SATELLITE/all_data_npy/sat/88.npy,data/SATELLITE/all_data_npy/map/88.npy
89,data/SATELLITE/all_data_npy/sat/89.npy,data/SATELLITE/all_data_npy/map/89.npy
90,data/SATELLITE/all_data_npy/sat/90.npy,data/SATELLITE/all_data_npy/map/90.npy
91,data/SATELLITE/all_data_npy/sat/91.npy,data/SATELLITE/all_data_npy/map/91.npy
92,data/SATELLITE/all_data_npy/sat/92.npy,data/SATELLITE/all_data_npy/map/92.npy
93,data/SATELLITE/all_data_npy/sat/93.npy,data/SATELLITE/all_data_npy/map/93.npy
94,data/SATELLITE/all_data_npy/sat/94.npy,data/SATELLITE/all_data_npy/map/94.npy
95,data/SATELLITE/all_data_npy/sat/95.npy,data/SATELLITE/all_data_npy/map/95.npy
96,data/SATELLITE/all_data_npy/sat/96.npy,data/SATELLITE/all_data_npy/map/96.npy
97,data/SATELLITE/all_data_npy/sat/97.npy,data/SATELLITE/all_data_npy/map/97.npy
98,data/SATELLITE/all_data_npy/sat/98.npy,data/SATELLITE/all_data_npy/map/98.npy
99,data/SATELLITE/all_data_npy/sat/99.npy,data/SATELLITE/all_data_npy/map/99.npy
100,data/SATELLITE/all_data_npy/sat/100.npy,data/SATELLITE/all_data_npy/map/100.npy
101,data/SATELLITE/all_data_npy/sat/101.npy,data/SATELLITE/all_data_npy/map/101.npy
102,data/SATELLITE/all_data_npy/sat/102.npy,data/SATELLITE/all_data_npy/map/102.npy
103,data/SATELLITE/all_data_npy/sat/103.npy,data/SATELLITE/all_data_npy/map/103.npy
104,data/SATELLITE/all_data_npy/sat/104.npy,data/SATELLITE/all_data_npy/map/104.npy
105,data/SATELLITE/all_data_npy/sat/105.npy,data/SATELLITE/all_data_npy/map/105.npy
106,data/SATELLITE/all_data_npy/sat/106.npy,data/SATELLITE/all_data_npy/map/106.npy
107,data/SATELLITE/all_data_npy/sat/107.npy,data/SATELLITE/all_data_npy/map/107.npy
108,data/SATELLITE/all_data_npy/sat/108.npy,data/SATELLITE/all_data_npy/map/108.npy
109,data/SATELLITE/all_data_npy/sat/109.npy,data/SATELLITE/all_data_npy/map/109.npy
110,data/SATELLITE/all_data_npy/sat/110.npy,data/SATELLITE/all_data_npy/map/110.npy
111,data/SATELLITE/all_data_npy/sat/111.npy,data/SATELLITE/all_data_npy/map/111.npy
112,data/SATELLITE/all_data_npy/sat/112.npy,data/SATELLITE/all_data_npy/map/112.npy
113,data/SATELLITE/all_data_npy/sat/113.npy,data/SATELLITE/all_data_npy/map/113.npy
114,data/SATELLITE/all_data_npy/sat/114.npy,data/SATELLITE/all_data_npy/map/114.npy
115,data/SATELLITE/all_data_npy/sat/115.npy,data/SATELLITE/all_data_npy/map/115.npy
116,data/SATELLITE/all_data_npy/sat/116.npy,data/SATELLITE/all_data_npy/map/116.npy
117,data/SATELLITE/all_data_npy/sat/117.npy,data/SATELLITE/all_data_npy/map/117.npy
118,data/SATELLITE/all_data_npy/sat/118.npy,data/SATELLITE/all_data_npy/map/118.npy
119,data/SATELLITE/all_data_npy/sat/119.npy,data/SATELLITE/all_data_npy/map/119.npy
120,data/SATELLITE/all_data_npy/sat/120.npy,data/SATELLITE/all_data_npy/map/120.npy
121,data/SATELLITE/all_data_npy/sat/121.npy,data/SATELLITE/all_data_npy/map/121.npy
122,data/SATELLITE/all_data_npy/sat/122.npy,data/SATELLITE/all_data_npy/map/122.npy
123,data/SATELLITE/all_data_npy/sat/123.npy,data/SATELLITE/all_data_npy/map/123.npy
124,data/SATELLITE/all_data_npy/sat/124.npy,data/SATELLITE/all_data_npy/map/124.npy
125,data/SATELLITE/all_data_npy/sat/125.npy,data/SATELLITE/all_data_npy/map/125.npy
126,data/SATELLITE/all_data_npy/sat/126.npy,data/SATELLITE/all_data_npy/map/126.npy
127,data/SATELLITE/all_data_npy/sat/127.npy,data/SATELLITE/all_data_npy/map/127.npy
128,data/SATELLITE/all_data_npy/sat/128.npy,data/SATELLITE/all_data_npy/map/128.npy
129,data/SATELLITE/all_data_npy/sat/129.npy,data/SATELLITE/all_data_npy/map/129.npy
130,data/SATELLITE/all_data_npy/sat/130.npy,data/SATELLITE/all_data_npy/map/130.npy
131,data/SATELLITE/all_data_npy/sat/131.npy,data/SATELLITE/all_data_npy/map/131.npy
132,data/SATELLITE/all_data_npy/sat/132.npy,data/SATELLITE/all_data_npy/map/132.npy
133,data/SATELLITE/all_data_npy/sat/133.npy,data/SATELLITE/all_data_npy/map/133.npy
134,data/SATELLITE/all_data_npy/sat/134.npy,data/SATELLITE/all_data_npy/map/134.npy
135,data/SATELLITE/all_data_npy/sat/135.npy,data/SATELLITE/all_data_npy/map/135.npy
136,data/SATELLITE/all_data_npy/sat/136.npy,data/SATELLITE/all_data_npy/map/136.npy
137,data/SATELLITE/all_data_npy/sat/137.npy,data/SATELLITE/all_data_npy/map/137.npy
138,data/SATELLITE/all_data_npy/sat/138.npy,data/SATELLITE/all_data_npy/map/138.npy
139,data/SATELLITE/all_data_npy/sat/139.npy,data/SATELLITE/all_data_npy/map/139.npy
140,data/SATELLITE/all_data_npy/sat/140.npy,data/SATELLITE/all_data_npy/map/140.npy
141,data/SATELLITE/all_data_npy/sat/141.npy,data/SATELLITE/all_data_npy/map/141.npy
142,data/SATELLITE/all_data_npy/sat/142.npy,data/SATELLITE/all_data_npy/map/142.npy
143,data/SATELLITE/all_data_npy/sat/143.npy,data/SATELLITE/all_data_npy/map/143.npy
144,data/SATELLITE/all_data_npy/sat/144.npy,data/SATELLITE/all_data_npy/map/144.npy
145,data/SATELLITE/all_data_npy/sat/145.npy,data/SATELLITE/all_data_npy/map/145.npy
146,data/SATELLITE/all_data_npy/sat/146.npy,data/SATELLITE/all_data_npy/map/146.npy
147,data/SATELLITE/all_data_npy/sat/147.npy,data/SATELLITE/all_data_npy/map/147.npy
148,data/SATELLITE/all_data_npy/sat/148.npy,data/SATELLITE/all_data_npy/map/148.npy
149,data/SATELLITE/all_data_npy/sat/149.npy,data/SATELLITE/all_data_npy/map/149.npy
150,data/SATELLITE/all_data_npy/sat/150.npy,data/SATELLITE/all_data_npy/map/150.npy
151,data/SATELLITE/all_data_npy/sat/151.npy,data/SATELLITE/all_data_npy/map/151.npy
152,data/SATELLITE/all_data_npy/sat/152.npy,data/SATELLITE/all_data_npy/map/152.npy
153,data/SATELLITE/all_data_npy/sat/153.npy,data/SATELLITE/all_data_npy/map/153.npy
154,data/SATELLITE/all_data_npy/sat/154.npy,data/SATELLITE/all_data_npy/map/154.npy
155,data/SATELLITE/all_data_npy/sat/155.npy,data/SATELLITE/all_data_npy/map/155.npy
156,data/SATELLITE/all_data_npy/sat/156.npy,data/SATELLITE/all_data_npy/map/156.npy
157,data/SATELLITE/all_data_npy/sat/157.npy,data/SATELLITE/all_data_npy/map/157.npy
158,data/SATELLITE/all_data_npy/sat/158.npy,data/SATELLITE/all_data_npy/map/158.npy
159,data/SATELLITE/all_data_npy/sat/159.npy,data/SATELLITE/all_data_npy/map/159.npy
160,data/SATELLITE/all_data_npy/sat/160.npy,data/SATELLITE/all_data_npy/map/160.npy
161,data/SATELLITE/all_data_npy/sat/161.npy,data/SATELLITE/all_data_npy/map/161.npy
162,data/SATELLITE/all_data_npy/sat/162.npy,data/SATELLITE/all_data_npy/map/162.npy
163,data/SATELLITE/all_data_npy/sat/163.npy,data/SATELLITE/all_data_npy/map/163.npy
164,data/SATELLITE/all_data_npy/sat/164.npy,data/SATELLITE/all_data_npy/map/164.npy
165,data/SATELLITE/all_data_npy/sat/165.npy,data/SATELLITE/all_data_npy/map/165.npy
166,data/SATELLITE/all_data_npy/sat/166.npy,data/SATELLITE/all_data_npy/map/166.npy
167,data/SATELLITE/all_data_npy/sat/167.npy,data/SATELLITE/all_data_npy/map/167.npy
168,data/SATELLITE/all_data_npy/sat/168.npy,data/SATELLITE/all_data_npy/map/168.npy
169,data/SATELLITE/all_data_npy/sat/169.npy,data/SATELLITE/all_data_npy/map/169.npy
170,data/SATELLITE/all_data_npy/sat/170.npy,data/SATELLITE/all_data_npy/map/170.npy
171,data/SATELLITE/all_data_npy/sat/171.npy,data/SATELLITE/all_data_npy/map/171.npy
172,data/SATELLITE/all_data_npy/sat/172.npy,data/SATELLITE/all_data_npy/map/172.npy
173,data/SATELLITE/all_data_npy/sat/173.npy,data/SATELLITE/all_data_npy/map/173.npy
174,data/SATELLITE/all_data_npy/sat/174.npy,data/SATELLITE/all_data_npy/map/174.npy
175,data/SATELLITE/all_data_npy/sat/175.npy,data/SATELLITE/all_data_npy/map/175.npy
176,data/SATELLITE/all_data_npy/sat/176.npy,data/SATELLITE/all_data_npy/map/176.npy
177,data/SATELLITE/all_data_npy/sat/177.npy,data/SATELLITE/all_data_npy/map/177.npy
178,data/SATELLITE/all_data_npy/sat/178.npy,data/SATELLITE/all_data_npy/map/178.npy
179,data/SATELLITE/all_data_npy/sat/179.npy,data/SATELLITE/all_data_npy/map/179.npy
180,data/SATELLITE/all_data_npy/sat/180.npy,data/SATELLITE/all_data_npy/map/180.npy
181,data/SATELLITE/all_data_npy/sat/181.npy,data/SATELLITE/all_data_npy/map/181.npy
182,data/SATELLITE/all_data_npy/sat/182.npy,data/SATELLITE/all_data_npy/map/182.npy
183,data/SATELLITE/all_data_npy/sat/183.npy,data/SATELLITE/all_data_npy/map/183.npy
184,data/SATELLITE/all_data_npy/sat/184.npy,data/SATELLITE/all_data_npy/map/184.npy
185,data/SATELLITE/all_data_npy/sat/185.npy,data/SATELLITE/all_data_npy/map/185.npy
186,data/SATELLITE/all_data_npy/sat/186.npy,data/SATELLITE/all_data_npy/map/186.npy
187,data/SATELLITE/all_data_npy/sat/187.npy,data/SATELLITE/all_data_npy/map/187.npy
188,data/SATELLITE/all_data_npy/sat/188.npy,data/SATELLITE/all_data_npy/map/188.npy
189,data/SATELLITE/all_data_npy/sat/189.npy,data/SATELLITE/all_data_npy/map/189.npy
190,data/SATELLITE/all_data_npy/sat/190.npy,data/SATELLITE/all_data_npy/map/190.npy
191,data/SATELLITE/all_data_npy/sat/191.npy,data/SATELLITE/all_data_npy/map/191.npy
192,data/SATELLITE/all_data_npy/sat/192.npy,data/SATELLITE/all_data_npy/map/192.npy
193,data/SATELLITE/all_data_npy/sat/193.npy,data/SATELLITE/all_data_npy/map/193.npy
194,data/SATELLITE/all_data_npy/sat/194.npy,data/SATELLITE/all_data_npy/map/194.npy
195,data/SATELLITE/all_data_npy/sat/195.npy,data/SATELLITE/all_data_npy/map/195.npy
196,data/SATELLITE/all_data_npy/sat/196.npy,data/SATELLITE/all_data_npy/map/196.npy
197,data/SATELLITE/all_data_npy/sat/197.npy,data/SATELLITE/all_data_npy/map/197.npy
198,data/SATELLITE/all_data_npy/sat/198.npy,data/SATELLITE/all_data_npy/map/198.npy
199,data/SATELLITE/all_data_npy/sat/199.npy,data/SATELLITE/all_data_npy/map/199.npy
200,data/SATELLITE/all_data_npy/sat/200.npy,data/SATELLITE/all_data_npy/map/200.npy
201,data/SATELLITE/all_data_npy/sat/201.npy,data/SATELLITE/all_data_npy/map/201.npy
202,data/SATELLITE/all_data_npy/sat/202.npy,data/SATELLITE/all_data_npy/map/202.npy
203,data/SATELLITE/all_data_npy/sat/203.npy,data/SATELLITE/all_data_npy/map/203.npy
204,data/SATELLITE/all_data_npy/sat/204.npy,data/SATELLITE/all_data_npy/map/204.npy
205,data/SATELLITE/all_data_npy/sat/205.npy,data/SATELLITE/all_data_npy/map/205.npy
206,data/SATELLITE/all_data_npy/sat/206.npy,data/SATELLITE/all_data_npy/map/206.npy
207,data/SATELLITE/all_data_npy/sat/207.npy,data/SATELLITE/all_data_npy/map/207.npy
208,data/SATELLITE/all_data_npy/sat/208.npy,data/SATELLITE/all_data_npy/map/208.npy
209,data/SATELLITE/all_data_npy/sat/209.npy,data/SATELLITE/all_data_npy/map/209.npy
210,data/SATELLITE/all_data_npy/sat/210.npy,data/SATELLITE/all_data_npy/map/210.npy
211,data/SATELLITE/all_data_npy/sat/211.npy,data/SATELLITE/all_data_npy/map/211.npy
212,data/SATELLITE/all_data_npy/sat/212.npy,data/SATELLITE/all_data_npy/map/212.npy
213,data/SATELLITE/all_data_npy/sat/213.npy,data/SATELLITE/all_data_npy/map/213.npy
214,data/SATELLITE/all_data_npy/sat/214.npy,data/SATELLITE/all_data_npy/map/214.npy
215,data/SATELLITE/all_data_npy/sat/215.npy,data/SATELLITE/all_data_npy/map/215.npy
216,data/SATELLITE/all_data_npy/sat/216.npy,data/SATELLITE/all_data_npy/map/216.npy
217,data/SATELLITE/all_data_npy/sat/217.npy,data/SATELLITE/all_data_npy/map/217.npy
218,data/SATELLITE/all_data_npy/sat/218.npy,data/SATELLITE/all_data_npy/map/218.npy
219,data/SATELLITE/all_data_npy/sat/219.npy,data/SATELLITE/all_data_npy/map/219.npy
220,data/SATELLITE/all_data_npy/sat/220.npy,data/SATELLITE/all_data_npy/map/220.npy
221,data/SATELLITE/all_data_npy/sat/221.npy,data/SATELLITE/all_data_npy/map/221.npy
222,data/SATELLITE/all_data_npy/sat/222.npy,data/SATELLITE/all_data_npy/map/222.npy
223,data/SATELLITE/all_data_npy/sat/223.npy,data/SATELLITE/all_data_npy/map/223.npy
224,data/SATELLITE/all_data_npy/sat/224.npy,data/SATELLITE/all_data_npy/map/224.npy
225,data/SATELLITE/all_data_npy/sat/225.npy,data/SATELLITE/all_data_npy/map/225.npy
226,data/SATELLITE/all_data_npy/sat/226.npy,data/SATELLITE/all_data_npy/map/226.npy
227,data/SATELLITE/all_data_npy/sat/227.npy,data/SATELLITE/all_data_npy/map/227.npy
228,data/SATELLITE/all_data_npy/sat/228.npy,data/SATELLITE/all_data_npy/map/228.npy
229,data/SATELLITE/all_data_npy/sat/229.npy,data/SATELLITE/all_data_npy/map/229.npy
230,data/SATELLITE/all_data_npy/sat/230.npy,data/SATELLITE/all_data_npy/map/230.npy
231,data/SATELLITE/all_data_npy/sat/231.npy,data/SATELLITE/all_data_npy/map/231.npy
232,data/SATELLITE/all_data_npy/sat/232.npy,data/SATELLITE/all_data_npy/map/232.npy
233,data/SATELLITE/all_data_npy/sat/233.npy,data/SATELLITE/all_data_npy/map/233.npy
234,data/SATELLITE/all_data_npy/sat/234.npy,data/SATELLITE/all_data_npy/map/234.npy
235,data/SATELLITE/all_data_npy/sat/235.npy,data/SATELLITE/all_data_npy/map/235.npy
236,data/SATELLITE/all_data_npy/sat/236.npy,data/SATELLITE/all_data_npy/map/236.npy
237,data/SATELLITE/all_data_npy/sat/237.npy,data/SATELLITE/all_data_npy/map/237.npy
238,data/SATELLITE/all_data_npy/sat/238.npy,data/SATELLITE/all_data_npy/map/238.npy
239,data/SATELLITE/all_data_npy/sat/239.npy,data/SATELLITE/all_data_npy/map/239.npy
240,data/SATELLITE/all_data_npy/sat/240.npy,data/SATELLITE/all_data_npy/map/240.npy
241,data/SATELLITE/all_data_npy/sat/241.npy,data/SATELLITE/all_data_npy/map/241.npy
242,data/SATELLITE/all_data_npy/sat/242.npy,data/SATELLITE/all_data_npy/map/242.npy
243,data/SATELLITE/all_data_npy/sat/243.npy,data/SATELLITE/all_data_npy/map/243.npy
244,data/SATELLITE/all_data_npy/sat/244.npy,data/SATELLITE/all_data_npy/map/244.npy
245,data/SATELLITE/all_data_npy/sat/245.npy,data/SATELLITE/all_data_npy/map/245.npy
246,data/SATELLITE/all_data_npy/sat/246.npy,data/SATELLITE/all_data_npy/map/246.npy
247,data/SATELLITE/all_data_npy/sat/247.npy,data/SATELLITE/all_data_npy/map/247.npy
248,data/SATELLITE/all_data_npy/sat/248.npy,data/SATELLITE/all_data_npy/map/248.npy
249,data/SATELLITE/all_data_npy/sat/249.npy,data/SATELLITE/all_data_npy/map/249.npy
250,data/SATELLITE/all_data_npy/sat/250.npy,data/SATELLITE/all_data_npy/map/250.npy
251,data/SATELLITE/all_data_npy/sat/251.npy,data/SATELLITE/all_data_npy/map/251.npy
252,data/SATELLITE/all_data_npy/sat/252.npy,data/SATELLITE/all_data_npy/map/252.npy
253,data/SATELLITE/all_data_npy/sat/253.npy,data/SATELLITE/all_data_npy/map/253.npy
254,data/SATELLITE/all_data_npy/sat/254.npy,data/SATELLITE/all_data_npy/map/254.npy
255,data/SATELLITE/all_data_npy/sat/255.npy,data/SATELLITE/all_data_npy/map/255.npy
256,data/SATELLITE/all_data_npy/sat/256.npy,data/SATELLITE/all_data_npy/map/256.npy
257,data/SATELLITE/all_data_npy/sat/257.npy,data/SATELLITE/all_data_npy/map/257.npy
258,data/SATELLITE/all_data_npy/sat/258.npy,data/SATELLITE/all_data_npy/map/258.npy
259,data/SATELLITE/all_data_npy/sat/259.npy,data/SATELLITE/all_data_npy/map/259.npy
260,data/SATELLITE/all_data_npy/sat/260.npy,data/SATELLITE/all_data_npy/map/260.npy
261,data/SATELLITE/all_data_npy/sat/261.npy,data/SATELLITE/all_data_npy/map/261.npy
262,data/SATELLITE/all_data_npy/sat/262.npy,data/SATELLITE/all_data_npy/map/262.npy
263,data/SATELLITE/all_data_npy/sat/263.npy,data/SATELLITE/all_data_npy/map/263.npy
264,data/SATELLITE/all_data_npy/sat/264.npy,data/SATELLITE/all_data_npy/map/264.npy
265,data/SATELLITE/all_data_npy/sat/265.npy,data/SATELLITE/all_data_npy/map/265.npy
266,data/SATELLITE/all_data_npy/sat/266.npy,data/SATELLITE/all_data_npy/map/266.npy
267,data/SATELLITE/all_data_npy/sat/267.npy,data/SATELLITE/all_data_npy/map/267.npy
268,data/SATELLITE/all_data_npy/sat/268.npy,data/SATELLITE/all_data_npy/map/268.npy
269,data/SATELLITE/all_data_npy/sat/269.npy,data/SATELLITE/all_data_npy/map/269.npy
270,data/SATELLITE/all_data_npy/sat/270.npy,data/SATELLITE/all_data_npy/map/270.npy
271,data/SATELLITE/all_data_npy/sat/271.npy,data/SATELLITE/all_data_npy/map/271.npy
272,data/SATELLITE/all_data_npy/sat/272.npy,data/SATELLITE/all_data_npy/map/272.npy
273,data/SATELLITE/all_data_npy/sat/273.npy,data/SATELLITE/all_data_npy/map/273.npy
274,data/SATELLITE/all_data_npy/sat/274.npy,data/SATELLITE/all_data_npy/map/274.npy
275,data/SATELLITE/all_data_npy/sat/275.npy,data/SATELLITE/all_data_npy/map/275.npy
276,data/SATELLITE/all_data_npy/sat/276.npy,data/SATELLITE/all_data_npy/map/276.npy
277,data/SATELLITE/all_data_npy/sat/277.npy,data/SATELLITE/all_data_npy/map/277.npy
278,data/SATELLITE/all_data_npy/sat/278.npy,data/SATELLITE/all_data_npy/map/278.npy
279,data/SATELLITE/all_data_npy/sat/279.npy,data/SATELLITE/all_data_npy/map/279.npy
280,data/SATELLITE/all_data_npy/sat/280.npy,data/SATELLITE/all_data_npy/map/280.npy
281,data/SATELLITE/all_data_npy/sat/281.npy,data/SATELLITE/all_data_npy/map/281.npy
282,data/SATELLITE/all_data_npy/sat/282.npy,data/SATELLITE/all_data_npy/map/282.npy
283,data/SATELLITE/all_data_npy/sat/283.npy,data/SATELLITE/all_data_npy/map/283.npy
284,data/SATELLITE/all_data_npy/sat/284.npy,data/SATELLITE/all_data_npy/map/284.npy
